participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.valid_code,player.payoff,group.id_in_subsession,group.amount_offered,group.offer_accepted,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
75,choq8rz5,,0,8,9,ultimatum_t1,1,Results,10.150.135.91,2017-08-18 01:52:17.077815+00:00,0,1,A5ZX7W5SUM0CO,3R3YRB5GRGIPDS10Y64TVYLV83LUAB,0.00,1,,0.00,36,0.00,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
76,c0uu2wr0,,0,10,9,ultimatum_t1,1,Validation,10.164.172.163,2017-08-18 01:54:15.026338+00:00,0,1,AI46QXF9WCXNB,3WETL7AQWUN88SC0OQHB0EF93D1359,0.60,1,2232858,0.60,41,0.40,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
77,g8719r3o,,0,10,9,ultimatum_t1,1,Validation,10.179.109.26,2017-08-18 01:55:53.334006+00:00,0,1,AFC9Q2YBBESIP,3570Y55XZQY74SY8U7TSU52B2NAGYA,0.00,2,1177140,0.00,36,0.00,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
78,3l2f32z6,,0,10,9,ultimatum_t1,1,Validation,10.152.233.4,2017-08-18 01:57:26.700642+00:00,0,1,AAKD9LBVTL96Y,3YT88D1N09DBQBX3VDLH23YR03WK3B,0.00,1,2047053,0.00,37,0.45,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
79,j3bftcx4,,0,10,9,ultimatum_t1,1,Validation,10.69.205.24,2017-08-18 02:02:05.915917+00:00,0,1,A2X3OGOWP394KH,3WT783CTPCWYA8PSITJPW3JVJM1BCH,0.00,2,1910242,0.00,37,0.45,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
80,wccgsdyf,,0,10,9,ultimatum_t1,1,Validation,10.179.16.238,2017-08-18 02:13:24.214554+00:00,0,1,A31EKW6T0B3QBJ,3IRIK4HM3BZS4W8XM22HLNX35LSC6Z,0.50,1,3612870,0.50,39,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
81,6rn5oxu3,,0,8,9,ultimatum_t1,1,Results,10.154.45.231,2017-08-18 02:13:41.028112+00:00,0,1,A121HFPU2RMP97,3BQU611VFQZDOH3S8PV237NXP1X99Q,0.00,2,,0.00,38,0.20,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
82,ag7o0rbe,,0,10,9,ultimatum_t1,1,Validation,10.138.121.5,2017-08-18 02:14:14.003061+00:00,0,1,A1WNHGZ8S46T3C,3ERMJ6L4DZ7OHIYTI11NUX2BUAG7MB,0.50,2,3718066,0.50,39,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
83,d1dxq5wm,,0,8,9,ultimatum_t1,1,Results,10.179.86.73,2017-08-18 02:16:49.425538+00:00,0,1,AH7VDAMSH59K3,3GD6L00D3TCA6WJRTLKETNBYROH1M9,0.00,2,,0.00,40,0.00,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
84,wvp9rjg8,,0,10,9,ultimatum_t1,1,Validation,10.81.229.55,2017-08-18 02:22:15.541496+00:00,0,1,A2KDCANVN4H2EK,3LYA37P8IR2GT61GA60NKMW3OVEBKY,0.40,2,8209084,0.40,41,0.40,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
85,92kip9og,,0,10,9,ultimatum_t1,1,Validation,10.169.197.46,2017-08-18 02:26:44.901639+00:00,0,1,AGZ0UNIZG116N,358UUM7WR0IFEYBLN9X4GWWL0XI7R2,0.00,1,,0.00,42,0.50,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
86,22o4e9b7,,0,0,9,,,,,,0,0,,,0.00,86,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
87,we2rh4cp,,0,0,9,,,,,,0,0,,,0.00,87,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
88,1ir1iluu,,0,0,9,,,,,,0,0,,,0.00,88,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
89,76jjv0v9,,0,0,9,,,,,,0,0,,,0.00,89,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
90,zf87puqd,,0,0,9,,,,,,0,0,,,0.00,90,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
91,ol2p6r79,,0,0,9,,,,,,0,0,,,0.00,91,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
92,1jx81g30,,0,0,9,,,,,,0,0,,,0.00,92,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
93,matfb4ya,,0,0,9,,,,,,0,0,,,0.00,93,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
94,5nh7tpi3,,0,0,9,,,,,,0,0,,,0.00,94,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
95,zhp7htmi,,0,0,9,,,,,,0,0,,,0.00,95,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
96,8ap9ul5j,,0,0,9,,,,,,0,0,,,0.00,96,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
97,ao3dpak4,,0,0,9,,,,,,0,0,,,0.00,97,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
98,yhnl2x2o,,0,0,9,,,,,,0,0,,,0.00,98,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
99,12tn9vll,,0,0,9,,,,,,0,0,,,0.00,99,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
100,4di7gdsp,,0,0,9,,,,,,0,0,,,0.00,100,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
101,1eih1c6e,,0,0,9,,,,,,0,0,,,0.00,101,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
102,xg1y422b,,0,0,9,,,,,,0,0,,,0.00,102,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
103,x9kohyc4,,0,0,9,,,,,,0,0,,,0.00,103,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
104,8qu8pzks,,0,0,9,,,,,,0,0,,,0.00,104,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
105,51p8v2g7,,0,0,9,,,,,,0,0,,,0.00,105,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
106,xmsdwzg2,,0,0,9,,,,,,0,0,,,0.00,106,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
107,kiktgdpn,,0,0,9,,,,,,0,0,,,0.00,107,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
108,qdui3noi,,0,0,9,,,,,,0,0,,,0.00,108,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
109,ho5zhoq4,,0,0,9,,,,,,0,0,,,0.00,109,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
110,2vq3b3dy,,0,0,9,,,,,,0,0,,,0.00,110,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
111,fgs5j7qm,,0,0,9,,,,,,0,0,,,0.00,111,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
112,ljd4tess,,0,0,9,,,,,,0,0,,,0.00,112,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
113,m9ep5mol,,0,0,9,,,,,,0,0,,,0.00,113,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
114,gbw501j3,,0,0,9,,,,,,0,0,,,0.00,114,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
115,ua2u6vlz,,0,0,9,,,,,,0,0,,,0.00,115,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
116,p3xj99ca,,0,0,9,,,,,,0,0,,,0.00,116,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
117,umgmuik9,,0,0,9,,,,,,0,0,,,0.00,117,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
118,1endbr6v,,0,0,9,,,,,,0,0,,,0.00,118,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
119,wmge5p5f,,0,0,9,,,,,,0,0,,,0.00,119,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
120,zeactdwy,,0,0,9,,,,,,0,0,,,0.00,120,,0.00,1,,,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
1,i59tjyi3,,0,10,9,ultimatum_t1,1,Validation,10.141.27.204,2017-08-18 13:17:01.870692+00:00,0,1,A3SGNSLG6DNY7B,3QXNC7EIPJAVSNFF8TC9AWM4MYR904,0.50,1,3221302,0.50,2,0.50,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
2,0ba91h01,,0,10,9,ultimatum_t1,1,Validation,10.63.211.204,2017-08-18 13:17:02.454920+00:00,0,1,A333BXH5ATXBHC,3PJ71Z61R5HVZC0X4CG9O15ERQX917,0.00,1,8881817,0.00,8,0.50,0,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
3,mk1gwwo5,,0,10,9,ultimatum_t1,1,Validation,10.97.160.245,2017-08-18 13:17:25.275578+00:00,0,1,A33P1MWZTFI8RL,31IBVUNM9TEKMY78EC0Q5LY5JSZVFA,0.50,2,4921661,0.50,4,0.50,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
4,dnzg59rl,,0,8,9,ultimatum_t1,1,Results,10.65.88.66,2017-08-18 13:17:27.641594+00:00,0,1,A3HBMPB74FWI1,320DUZ38G81H933987SPKINNPKSGJ9,0.00,1,,0.00,41,0.00,0,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
5,kgsr7arb,,0,8,9,ultimatum_t1,1,Results,10.69.198.55,2017-08-18 13:17:30.166737+00:00,0,1,AFEMLCPEI61G8,32M8BPYGAU1LESJ3QP7P8H8NC53GIX,0.00,2,,0.00,40,0.51,0,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
6,imeohqud,,0,10,9,ultimatum_t1,1,Validation,10.141.27.204,2017-08-18 13:17:37.001656+00:00,0,1,A1QYORNO0GY308,3UN61F00HX40RUX2ZGI7ICIP9S8R5U,0.50,2,116,0.50,2,0.50,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
7,rn8ypyh3,,0,10,9,ultimatum_t1,1,Validation,10.63.100.174,2017-08-18 13:17:37.682571+00:00,0,1,A18C0TQW0XML8L,39RP059MEI8BJU1JVID3ZZO7D1VBMR,0.55,1,6289622,0.55,3,0.45,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
8,7quu8cc6,,0,10,9,ultimatum_t1,1,Validation,10.234.217.130,2017-08-18 13:18:00.405522+00:00,0,1,A3BL2ZEODD79AZ,3R6P78PK7LQBN6ZEK16TMOAWNMJGTE,0.00,1,7791259,0.00,5,0.00,0,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
9,2u9zc7fr,,0,10,9,ultimatum_t1,1,Validation,10.152.233.4,2017-08-18 13:18:12.054056+00:00,0,1,A2LAKROAU2MVEN,3ZWFC4W1UVMSTRQR5SVG4O92YMMRFD,0.45,2,7049925,0.45,3,0.45,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
10,p9h5ljqy,,0,8,9,ultimatum_t1,1,Results,10.146.95.78,2017-08-18 13:18:16.405775+00:00,0,1,A1H4GJFI4NJWKV,3R5F3LQFV3ZV1VPBEC8JDLKFZ4WOZP,0.00,2,,0.00,41,0.00,0,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
11,r81j0jow,,0,10,9,ultimatum_t1,1,Validation,10.236.12.50,2017-08-18 13:19:03.271523+00:00,0,1,A1FO1SROGRL5RH,3TMFV4NEP9TOM8XQW8ZGHV0X3XOW84,0.50,1,,0.50,4,0.50,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
12,a0lbrnkn,,0,8,9,ultimatum_t1,1,Results,10.41.215.197,2017-08-18 13:20:18.923695+00:00,0,1,A36OLZLW29173F,33FBRBDW6PEF8ARLFHZF51TUBH7C8C,0.00,2,,0.00,5,0.00,0,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
13,ocapgzns,,0,10,9,ultimatum_t1,1,Validation,10.63.100.174,2017-08-18 13:21:37.872073+00:00,0,1,A1B65EVDS55AME,3AAPLD8UCDWPN2UP47OB7OMX2MXHTF,0.00,1,1320320,0.00,7,0.50,0,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
14,vt27m7os,,0,10,9,ultimatum_t1,1,Validation,10.13.194.229,2017-08-18 13:22:22.588477+00:00,0,1,A2UMPV8X9EJTHQ,3OWEPKL08ARUZ0JTU2GN7CRBZ1F7N2,0.50,1,5672494,0.50,9,0.50,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
15,wrkeingn,,0,10,9,ultimatum_t1,1,Validation,10.93.232.18,2017-08-18 13:22:52.252655+00:00,0,1,A1G8OXXDK6QIXV,37M28K1J0RSGZCQ6M70FOWCKRPGAJS,0.50,2,1,0.50,6,0.50,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
16,oax0rve2,,0,10,9,ultimatum_t1,1,Validation,10.33.230.36,2017-08-18 13:22:52.935458+00:00,0,1,A3V6A0TCMCC2UU,3GNCZX450J2CLNT4HK5ZLSYW0OMAPS,0.50,1,,0.50,6,0.50,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
17,7tw4vmj7,,0,8,9,ultimatum_t1,1,Results,10.179.55.98,2017-08-18 13:23:16.305375+00:00,0,1,AH4SMMFHDHK1L,3NC5L260MP1PWEYBD0ECAT4XNZ3FOT,0.00,2,,0.00,7,0.50,0,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
18,88daicl5,,0,10,9,ultimatum_t1,1,Validation,10.71.208.240,2017-08-18 13:24:10.830763+00:00,0,1,A3PUS6DS64BDGI,34FNN24DCNO9OV9ODBA1Q8BMCFO5YB,0.50,2,1115698,0.50,9,0.50,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
19,e1icffqa,,0,8,9,ultimatum_t1,1,Results,10.179.16.238,2017-08-18 13:24:18.661921+00:00,0,1,A2UEDZOQ2060Y3,3IXQG4FA2UDWCAIP699YUDIND2PB9T,0.00,2,,0.00,8,0.50,0,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
20,2e6a9cp7,,0,10,9,ultimatum_t1,1,Validation,10.63.231.107,2017-08-18 13:25:01.620497+00:00,0,1,A271V19C06841K,3GU1KF0O4JGH4XYWNY5VG3I2I67BPO,0.50,2,1138799,0.50,13,0.50,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
21,hp3bv9ir,,0,10,9,ultimatum_t1,1,Validation,10.142.142.206,2017-08-18 13:26:34.920253+00:00,0,1,A10REK3XHCU8HT,3ZV9H2YQQEM2LBRKKR4KQESMNBXW3D,0.90,2,8138080,0.90,19,0.90,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
22,i6xz3z4f,,0,8,9,ultimatum_t1,1,Results,10.81.172.78,2017-08-18 13:26:57.359963+00:00,0,1,ACUGI2RCPVS32,3BDCF01OGY9NQKC95YQ87X7JY5OYLS,0.00,1,,0.00,44,0.00,0,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
23,01ley98y,,0,10,9,ultimatum_t1,1,Validation,10.69.198.55,2017-08-18 13:28:13.033651+00:00,0,1,A11T7A917PMNSX,3W8CV64QJ3E63NLB61JUGOLL8FV9H8,0.90,1,7594786,0.90,10,0.10,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
24,hibe2tzg,,0,10,9,ultimatum_t1,1,Validation,10.145.25.250,2017-08-18 13:29:53.466113+00:00,0,1,A1MQ9B05ZMM4YI,30H4UDGLT3XDNO2TENV4UJTWU5BPMR,0.10,2,5703942,0.10,10,0.10,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
25,vi6rfegv,,0,10,9,ultimatum_t1,1,Validation,10.13.226.198,2017-08-18 13:31:37.893089+00:00,0,1,A3HOU7C1FRGTXI,3Q8GYXHFEQHWLS8JHJSCTHJ39R7C5B,0.50,1,9796393,0.50,11,0.50,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
26,sh4rk561,,0,10,9,ultimatum_t1,1,Validation,10.93.229.188,2017-08-18 13:31:45.753755+00:00,0,1,AE646CIHBMUMX,3HUTX6F6VV25VKMZP5Z5QAA8EVZ2OX,0.50,2,6776697,0.50,11,0.50,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
27,9sr8bl84,,0,10,9,ultimatum_t1,1,Validation,10.31.48.247,2017-08-18 13:32:05.138888+00:00,0,1,A2U8QOJRKUCTWG,3PWWM24LHTD2ASZJIOA9TOK8ZQV820,0.50,2,9322309,0.50,18,0.50,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
28,iaazzp6h,,0,10,9,ultimatum_t1,1,Validation,10.152.233.4,2017-08-18 13:35:12.516325+00:00,0,1,A1U9S8YI7CKIR4,3I3WADAZ9RJXUH5M7O13OHDKY5Q5O1,0.90,1,2291648,0.90,29,0.10,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
29,moxm46dq,,0,10,9,ultimatum_t1,1,Validation,10.16.187.240,2017-08-18 13:35:34.261152+00:00,0,1,A4HNS81WU3KY1,37ZHEEHM6X1NVWQJCJW8YYT5UKP37J,0.65,1,8142566,0.65,12,0.35,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
30,4txujk94,,0,10,9,ultimatum_t1,1,Validation,10.109.135.32,2017-08-18 13:37:09.225884+00:00,0,1,AD21ES5UMD77U,3SEPORI8WOE6ZRVA4T31CQ0AANUAZE,0.35,2,7286416,0.35,12,0.35,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
31,8mkb8li3,,0,10,9,ultimatum_t1,1,Validation,10.63.30.96,2017-08-18 13:37:29.264122+00:00,0,1,A2SU01M6IZ0ZHH,3WQ3B2KGE9VEN5FU2WU5F704FQ2B1L,0.50,1,7462749,0.50,13,0.50,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
32,fduai3e8,,0,10,9,ultimatum_t1,1,Validation,10.7.198.126,2017-08-18 13:38:56.403283+00:00,0,1,A1WCRV1WEWA63I,3NVC2EB65RE6AGMKZSM8BBD2YJXY3E,0.50,1,8379932,0.50,26,0.50,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
33,eeyt2s5p,,0,8,9,ultimatum_t1,1,Results,10.69.205.24,2017-08-18 13:39:55.362085+00:00,0,1,A2WQKPQT9DHBJK,3TPWUS5F8AGQYBN3DKFLJHWGTOBCWS,1.00,1,,1.00,14,0.00,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
34,uogm6l7p,,0,9,9,ultimatum_t1,1,Validation,10.138.121.5,2017-08-18 13:40:09.574973+00:00,0,1,A17VXAMGTXV1FL,3ZOTGHDK5JQY0J3XJKEBHSNCCPXSOP,0.00,2,,0.00,14,0.00,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
35,8rv6imdy,,0,8,9,ultimatum_t1,1,Results,10.143.28.92,2017-08-18 13:41:05.164290+00:00,0,1,A2N8SNKVU4M1MB,39JEC7537VGDJMNYNAAPXFD2MF8VC0,0.00,1,,0.00,15,0.00,0,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
36,eihz7icb,,0,10,9,ultimatum_t1,1,Validation,10.234.217.130,2017-08-18 13:41:06.186058+00:00,0,1,ARJ8XLYXTWNE,33NF62TLXKHMBPZSYYD4IAFGW1BKJI,0.00,2,1970898,0.00,15,0.00,0,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
37,ktlr5n9u,,0,10,9,ultimatum_t1,1,Validation,10.180.71.118,2017-08-18 13:44:10.206213+00:00,0,1,A24Z9RP5YZZ2TY,3FFJ6VRIL23O3O8ICNIMNPL75OGI0Y,0.50,2,421699,0.50,16,0.50,1,1,4ovuzygq,,,3DTJ4WT8BDU63KESUW0MJPUG942ZEE,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
